Name,Nation,Team,Position,Age,Matches Played,Starts,Min,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP_x,PrgR_x,Gls90,Ast90,xG90,xAG90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short Cmp%,Med Cmp%,Long Cmp%,KP,1/3_x,PPA,CrsPA,PrgP_y,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att_x,Lost_x,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att_y,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Fls,Fld,Off,Crs,Recov,Won,Lost_y,Won%
Axel Disasi,FRA,Aston Villa,DF,N/a,7.0,5.0,490.0,5.4,0.0,0.0,0.0,0.1,0.4,10.0,16.0,5.0,0.0,0.0,0.02,0.07,N/a,N/a,N/a,N/a,0.0,0.37,0.0,0.0,243.0,86.8,4080.0,109.0,146.0,15.0,-0.4,3.0,14.0,3.0,0.0,9.0,1.65,0.0,0.0,8.0,5.0,7.0,4.0,1.0,3.0,5.0,13.0,334.0,32.0,130.0,178.0,29.0,6.0,334.0,9.0,6.0,40.0,207.0,1268.0,621.0,10.0,8.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,15.0,8.0,6.0
Axel Disasi,FRA,Chelsea,DF,N/a,6.0,4.0,364.0,4.0,1.0,0.0,1.0,0.3,0.1,6.0,16.0,2.0,0.25,0.0,0.07,0.02,N/a,N/a,N/a,N/a,50.0,0.49,0.25,0.5,266.0,90.8,4218.0,144.0,126.0,13.0,-0.1,2.0,20.0,2.0,0.0,2.0,0.49,0.0,0.0,7.0,4.0,11.0,4.0,1.0,3.0,2.0,9.0,323.0,17.0,110.0,175.0,40.0,2.0,323.0,1.0,0.0,0.0,196.0,953.0,519.0,6.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0
Axel Tuanzebe,COD,Ipswich Town,DF,N/a,18.0,17.0,1445.0,16.1,0.0,1.0,1.0,0.2,0.3,9.0,45.0,8.0,0.0,0.06,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.25,0.0,0.0,535.0,83.1,8240.0,323.0,253.0,41.0,0.7,4.0,49.0,2.0,0.0,11.0,0.68,0.12,2.0,29.0,17.0,24.0,18.0,9.0,9.0,21.0,50.0,789.0,89.0,343.0,347.0,105.0,6.0,789.0,4.0,6.0,60.0,338.0,1505.0,724.0,9.0,6.0,1.0,11.0,1.0,12.0,11.0,0.0,6.0,1.0,43.0,15.0,16.0
Ayden Heaven,ENG,Manchester Utd,DF,N/a,2.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,40.0,81.6,695.0,17.0,27.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.89,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,67.0,21.0,42.0,23.0,3.0,1.0,67.0,2.0,0.0,0.0,42.0,245.0,122.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0
Bart Verbruggen,NED,Brighton,GK,N/a,32.0,32.0,2880.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,1.69,63.3,12.0,7.0,N/a,0.0,0.0,N/a,919.0,78.0,21660.0,266.0,442.0,458.0,1.0,1.0,17.0,1.0,0.0,5.0,0.16,0.03,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1258.0,999.0,1245.0,13.0,0.0,0.0,1258.0,2.0,0.0,0.0,853.0,3126.0,1588.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,58.0,10.0,1.0
Ben Brereton,CHI,Southampton,FW,N/a,10.0,4.0,449.0,5.0,0.0,0.0,0.0,0.9,0.1,12.0,9.0,42.0,0.0,0.0,0.18,0.02,N/a,N/a,N/a,N/a,9.1,2.2,0.2,0.0,128.0,77.1,1836.0,95.0,53.0,11.0,-0.1,3.0,9.0,2.0,1.0,9.0,1.8,0.0,0.0,3.0,2.0,9.0,2.0,1.0,1.0,0.0,3.0,206.0,4.0,19.0,76.0,112.0,20.0,206.0,1.0,2.0,50.0,136.0,791.0,394.0,12.0,13.0,4.0,9.0,4.0,4.0,8.0,1.0,5.0,0.0,16.0,9.0,7.0
Ben Chilwell,ENG,Crystal Palace,DF,N/a,6.0,0.0,139.0,1.5,0.0,0.0,0.0,0.1,0.2,2.0,3.0,10.0,0.0,0.0,0.05,0.13,N/a,N/a,N/a,N/a,50.0,1.29,0.65,0.0,45.0,65.2,618.0,31.0,25.0,9.0,-0.2,2.0,4.0,2.0,0.0,3.0,1.93,0.0,0.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,8.0,98.0,6.0,35.0,43.0,25.0,1.0,98.0,2.0,2.0,40.0,39.0,203.0,146.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,12.0,3.0,3.0
Ben Davies,WAL,Tottenham,DF,N/a,13.0,11.0,1036.0,11.5,0.0,0.0,0.0,0.3,0.2,13.0,49.0,6.0,0.0,0.0,0.02,0.02,N/a,N/a,N/a,N/a,20.0,0.43,0.09,0.0,745.0,89.4,13969.0,271.0,436.0,98.0,-0.2,2.0,41.0,2.0,0.0,8.0,0.69,0.0,0.0,13.0,9.0,13.0,23.0,15.0,8.0,11.0,24.0,965.0,169.0,502.0,419.0,44.0,12.0,965.0,1.0,0.0,0.0,558.0,2858.0,1633.0,13.0,9.0,0.0,4.0,0.0,12.0,5.0,0.0,4.0,0.0,34.0,41.0,35.0
Ben Godfrey,ENG,Ipswich Town,DF,N/a,3.0,2.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,47.0,82.5,657.0,33.0,18.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.57,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,68.0,6.0,26.0,33.0,9.0,1.0,68.0,0.0,0.0,N/a,33.0,202.0,79.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Ben Johnson,ENG,Ipswich Town,"DF,FW",N/a,22.0,14.0,1348.0,15.0,1.0,2.0,3.0,1.1,1.3,16.0,26.0,33.0,0.07,0.13,0.07,0.09,N/a,N/a,N/a,N/a,42.9,0.47,0.2,0.14,296.0,71.5,4812.0,195.0,135.0,49.0,0.7,12.0,21.0,3.0,2.0,23.0,1.54,0.33,4.0,38.0,22.0,41.0,22.0,5.0,17.0,13.0,51.0,624.0,60.0,245.0,219.0,163.0,12.0,624.0,8.0,14.0,58.3,259.0,1503.0,585.0,16.0,12.0,3.0,23.0,17.0,27.0,6.0,1.0,37.0,0.0,57.0,19.0,18.0
Ben Mee,ENG,Brentford,DF,N/a,7.0,2.0,183.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,93.0,77.5,1751.0,38.0,60.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,4.0,6.0,138.0,18.0,66.0,62.0,11.0,3.0,138.0,0.0,0.0,N/a,78.0,404.0,274.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0
Ben White,ENG,Arsenal,DF,N/a,13.0,9.0,856.0,9.5,0.0,1.0,1.0,0.4,0.8,10.0,42.0,27.0,0.0,0.11,0.04,0.09,N/a,N/a,N/a,N/a,14.3,0.74,0.11,0.0,421.0,83.9,6823.0,236.0,205.0,42.0,0.2,7.0,37.0,8.0,1.0,15.0,1.58,0.11,1.0,12.0,8.0,24.0,9.0,7.0,2.0,12.0,24.0,585.0,44.0,167.0,263.0,159.0,19.0,585.0,0.0,2.0,66.7,279.0,1040.0,559.0,10.0,10.0,3.0,8.0,4.0,8.0,4.0,1.0,10.0,0.0,24.0,11.0,3.0
Benoît Badiashile,FRA,Chelsea,DF,N/a,5.0,3.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,273.0,89.8,4820.0,119.0,144.0,32.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,2.0,2.0,0.0,6.0,15.0,336.0,31.0,138.0,186.0,13.0,0.0,336.0,0.0,1.0,100.0,177.0,660.0,340.0,3.0,5.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,18.0,8.0,2.0
Bernardo Silva,POR,Manchester City,"MF,FW",N/a,29.0,25.0,2311.0,25.7,3.0,4.0,7.0,3.2,4.2,92.0,109.0,180.0,0.12,0.16,0.13,0.17,N/a,N/a,N/a,N/a,35.7,1.09,0.39,0.11,1284.0,86.9,19677.0,776.0,541.0,101.0,-0.2,44.0,70.0,30.0,7.0,79.0,3.08,0.31,8.0,49.0,32.0,49.0,30.0,7.0,23.0,19.0,68.0,1705.0,42.0,298.0,675.0,749.0,127.0,1705.0,25.0,23.0,41.8,1068.0,6863.0,3501.0,92.0,59.0,30.0,21.0,31.0,25.0,27.0,3.0,50.0,0.0,90.0,5.0,10.0
Bernd Leno,GER,Fulham,GK,N/a,34.0,34.0,3060.0,34.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.35,68.3,9.0,2.0,N/a,0.0,0.0,N/a,1030.0,81.2,25014.0,205.0,620.0,430.0,0.9,2.0,14.0,2.0,0.0,5.0,0.15,0.06,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1328.0,1066.0,1318.0,10.0,0.0,0.0,1328.0,0.0,0.0,N/a,879.0,3577.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,9.0,0.0
Beto,GNB,Everton,FW,N/a,26.0,11.0,1192.0,13.2,6.0,0.0,6.0,6.1,0.8,12.0,9.0,62.0,0.45,0.0,0.46,0.06,N/a,N/a,N/a,N/a,51.4,2.64,1.36,0.17,116.0,56.6,1593.0,100.0,66.0,8.0,-0.8,8.0,5.0,3.0,1.0,17.0,1.28,0.0,0.0,13.0,6.0,8.0,7.0,1.0,6.0,3.0,16.0,403.0,21.0,41.0,182.0,185.0,65.0,403.0,17.0,14.0,43.8,210.0,1030.0,387.0,12.0,9.0,9.0,53.0,32.0,29.0,18.0,14.0,3.0,0.0,29.0,74.0,86.0
Bilal El Khannouss,MAR,Leicester City,MF,N/a,29.0,24.0,1920.0,21.3,2.0,2.0,4.0,0.9,3.2,61.0,118.0,77.0,0.09,0.09,0.04,0.15,N/a,N/a,N/a,N/a,26.1,1.08,0.28,0.09,714.0,75.2,12717.0,393.0,342.0,147.0,-1.2,31.0,81.0,27.0,5.0,59.0,2.77,0.19,3.0,46.0,26.0,28.0,19.0,4.0,15.0,6.0,52.0,1126.0,16.0,163.0,584.0,391.0,27.0,1126.0,27.0,17.0,37.0,649.0,3902.0,1788.0,61.0,38.0,9.0,35.0,34.0,27.0,9.0,1.0,78.0,0.0,83.0,19.0,19.0
Billy Gilmour,SCO,Brighton,MF,N/a,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.1,0.0,2.0,11.0,2.0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,0.0,0.92,0.0,0.0,58.0,86.6,980.0,38.0,22.0,7.0,0.0,0.0,12.0,2.0,0.0,3.0,2.76,0.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,73.0,2.0,14.0,46.0,13.0,0.0,73.0,1.0,1.0,50.0,44.0,210.0,117.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0
Bobby De Cordova-Reid,JAM,Leicester City,FW,N/a,23.0,9.0,744.0,8.3,1.0,2.0,3.0,0.8,1.2,14.0,15.0,48.0,0.12,0.24,0.1,0.15,N/a,N/a,N/a,N/a,42.9,0.85,0.36,0.14,145.0,70.4,1883.0,108.0,53.0,15.0,0.8,6.0,9.0,5.0,0.0,13.0,1.57,0.36,1.0,9.0,4.0,14.0,6.0,1.0,5.0,0.0,9.0,272.0,15.0,49.0,114.0,109.0,16.0,272.0,0.0,8.0,80.0,174.0,816.0,389.0,14.0,5.0,6.0,11.0,10.0,9.0,9.0,4.0,15.0,0.0,29.0,6.0,14.0
Boubacar Kamara,FRA,Aston Villa,MF,N/a,22.0,16.0,1373.0,15.3,0.0,0.0,0.0,0.4,0.9,16.0,72.0,5.0,0.0,0.0,0.02,0.06,N/a,N/a,N/a,N/a,14.3,0.46,0.07,0.0,674.0,89.2,10544.0,372.0,314.0,49.0,-0.9,10.0,77.0,8.0,0.0,24.0,1.57,0.13,2.0,46.0,19.0,51.0,17.0,7.0,10.0,16.0,62.0,911.0,88.0,288.0,520.0,109.0,8.0,911.0,8.0,7.0,31.8,467.0,2328.0,1082.0,16.0,11.0,1.0,9.0,11.0,23.0,26.0,0.0,1.0,0.0,67.0,16.0,21.0
Boubakary Soumaré,FRA,Leicester City,MF,N/a,27.0,23.0,1953.0,21.7,0.0,0.0,0.0,0.3,0.4,31.0,94.0,21.0,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.32,0.0,0.0,982.0,86.7,14896.0,582.0,435.0,54.0,-0.4,11.0,90.0,13.0,2.0,34.0,1.57,0.14,3.0,33.0,18.0,30.0,19.0,7.0,12.0,24.0,57.0,1318.0,62.0,348.0,833.0,150.0,17.0,1318.0,27.0,13.0,29.5,787.0,3634.0,1881.0,31.0,16.0,3.0,20.0,21.0,21.0,21.0,0.0,8.0,0.0,130.0,19.0,9.0
Brajan Gruda,GER,Brighton,"FW,MF",N/a,17.0,6.0,507.0,5.6,0.0,3.0,3.0,0.4,1.2,16.0,17.0,47.0,0.0,0.53,0.07,0.22,N/a,N/a,N/a,N/a,50.0,0.71,0.36,0.0,138.0,73.4,1846.0,109.0,45.0,21.0,1.8,14.0,7.0,10.0,1.0,26.0,4.61,0.71,3.0,14.0,6.0,14.0,8.0,0.0,8.0,2.0,16.0,259.0,4.0,33.0,89.0,141.0,33.0,259.0,9.0,10.0,43.5,152.0,1063.0,491.0,16.0,17.0,10.0,9.0,20.0,6.0,9.0,1.0,17.0,0.0,19.0,3.0,4.0
Brennan Johnson,WAL,Tottenham,FW,N/a,31.0,23.0,2083.0,23.1,11.0,3.0,14.0,9.8,2.3,57.0,70.0,194.0,0.48,0.13,0.43,0.1,N/a,N/a,N/a,N/a,37.7,2.29,0.86,0.21,438.0,71.0,5790.0,333.0,185.0,32.0,0.7,19.0,25.0,35.0,6.0,46.0,1.99,0.3,5.0,39.0,26.0,31.0,25.0,3.0,22.0,4.0,43.0,825.0,16.0,89.0,282.0,466.0,120.0,825.0,19.0,22.0,50.0,527.0,2805.0,1410.0,57.0,21.0,32.0,25.0,16.0,26.0,25.0,12.0,52.0,0.0,60.0,7.0,20.0
Bruno Fernandes,POR,Manchester Utd,MF,N/a,33.0,32.0,2758.0,30.6,8.0,9.0,17.0,9.5,7.6,65.0,281.0,118.0,0.26,0.29,0.31,0.25,N/a,N/a,N/a,N/a,30.1,2.71,0.82,0.06,1522.0,75.2,26743.0,844.0,680.0,361.0,1.4,84.0,176.0,73.0,11.0,169.0,5.51,0.39,9.0,76.0,47.0,75.0,32.0,4.0,28.0,25.0,101.0,2394.0,59.0,398.0,1130.0,888.0,71.0,2391.0,27.0,32.0,49.2,1379.0,6488.0,3436.0,65.0,60.0,11.0,38.0,37.0,26.0,37.0,2.0,172.0,0.0,192.0,21.0,28.0
Bruno Guimarães,BRA,Newcastle Utd,MF,N/a,34.0,34.0,2912.0,32.4,4.0,6.0,10.0,3.8,5.6,53.0,241.0,79.0,0.12,0.19,0.12,0.17,N/a,N/a,N/a,N/a,23.7,1.17,0.28,0.11,1305.0,82.1,21511.0,710.0,594.0,179.0,0.4,45.0,158.0,67.0,6.0,119.0,3.68,0.53,16.0,71.0,41.0,61.0,33.0,9.0,24.0,27.0,98.0,1965.0,74.0,397.0,1011.0,578.0,71.0,1965.0,34.0,21.0,29.6,1275.0,6916.0,3063.0,53.0,39.0,11.0,51.0,73.0,54.0,99.0,2.0,24.0,0.0,161.0,17.0,16.0
Bryan Mbeumo,CMR,Brentford,FW,N/a,33.0,33.0,2964.0,32.9,18.0,6.0,24.0,10.6,7.8,110.0,125.0,300.0,0.55,0.18,0.32,0.24,N/a,N/a,N/a,N/a,45.5,2.0,0.91,0.2,763.0,67.3,12187.0,523.0,375.0,155.0,-1.8,63.0,52.0,55.0,16.0,129.0,3.92,0.52,10.0,41.0,26.0,29.0,21.0,3.0,18.0,14.0,55.0,1523.0,47.0,216.0,483.0,851.0,137.0,1518.0,42.0,39.0,41.9,924.0,5826.0,3035.0,110.0,61.0,64.0,87.0,38.0,22.0,40.0,11.0,171.0,0.0,137.0,31.0,68.0
Bukayo Saka,ENG,Arsenal,"FW,MF",N/a,21.0,17.0,1454.0,16.2,6.0,10.0,16.0,5.9,6.7,79.0,61.0,222.0,0.37,0.62,0.36,0.42,N/a,N/a,N/a,N/a,35.2,3.34,1.18,0.09,470.0,75.1,7266.0,310.0,185.0,85.0,3.3,49.0,13.0,32.0,10.0,100.0,6.19,1.36,13.0,23.0,13.0,20.0,19.0,0.0,19.0,2.0,25.0,840.0,6.0,46.0,180.0,621.0,139.0,839.0,37.0,34.0,41.0,535.0,3610.0,2065.0,79.0,27.0,43.0,28.0,37.0,13.0,35.0,5.0,109.0,0.0,61.0,8.0,19.0
Caleb Okoli,ITA,Leicester City,DF,N/a,18.0,12.0,1124.0,12.5,1.0,0.0,1.0,0.6,0.0,3.0,32.0,2.0,0.08,0.0,0.05,0.0,N/a,N/a,N/a,N/a,50.0,0.32,0.16,0.25,558.0,86.4,9738.0,265.0,300.0,65.0,0.0,0.0,21.0,1.0,0.0,4.0,0.32,0.0,0.0,25.0,14.0,18.0,24.0,14.0,10.0,15.0,40.0,804.0,152.0,450.0,324.0,35.0,10.0,804.0,0.0,0.0,N/a,467.0,2304.0,1106.0,3.0,6.0,0.0,10.0,2.0,16.0,9.0,0.0,1.0,0.0,44.0,23.0,21.0
Callum Hudson-Odoi,ENG,Nott'ham Forest,"FW,MF",N/a,28.0,24.0,2107.0,23.4,5.0,2.0,7.0,2.5,2.7,126.0,66.0,186.0,0.21,0.09,0.11,0.11,N/a,N/a,N/a,N/a,45.9,1.58,0.73,0.14,660.0,82.1,9651.0,424.0,248.0,80.0,-0.7,44.0,35.0,30.0,10.0,94.0,4.02,0.47,7.0,20.0,14.0,16.0,11.0,0.0,11.0,13.0,33.0,988.0,14.0,107.0,316.0,590.0,72.0,988.0,36.0,18.0,29.0,617.0,5215.0,3301.0,126.0,61.0,45.0,44.0,23.0,12.0,21.0,8.0,74.0,0.0,90.0,3.0,10.0
Callum Wilson,ENG,Newcastle Utd,FW,N/a,14.0,1.0,268.0,3.0,0.0,0.0,0.0,0.3,0.1,5.0,3.0,11.0,0.0,0.0,0.11,0.02,N/a,N/a,N/a,N/a,0.0,1.68,0.0,0.0,27.0,69.2,381.0,17.0,15.0,0.0,-0.1,1.0,1.0,0.0,0.0,6.0,2.01,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,71.0,1.0,5.0,41.0,28.0,15.0,71.0,1.0,2.0,40.0,36.0,210.0,92.0,5.0,4.0,5.0,10.0,8.0,2.0,1.0,3.0,2.0,0.0,10.0,2.0,12.0
Calvin Bassey,NGA,Fulham,DF,N/a,32.0,31.0,2804.0,31.2,1.0,0.0,1.0,1.0,0.1,35.0,104.0,13.0,0.03,0.0,0.03,0.0,N/a,N/a,N/a,N/a,28.6,0.45,0.13,0.07,1759.0,89.6,30963.0,786.0,917.0,204.0,-0.1,2.0,135.0,2.0,0.0,22.0,0.71,0.1,2.0,51.0,32.0,28.0,37.0,17.0,20.0,18.0,69.0,2245.0,294.0,1099.0,1050.0,120.0,18.0,2245.0,13.0,10.0,34.5,1443.0,7344.0,4343.0,35.0,17.0,5.0,32.0,8.0,24.0,30.0,2.0,6.0,0.0,155.0,40.0,31.0
Cameron Archer,ENG,Southampton,FW,N/a,31.0,13.0,1361.0,15.1,2.0,0.0,2.0,5.1,0.4,19.0,14.0,62.0,0.13,0.0,0.34,0.02,N/a,N/a,N/a,N/a,33.3,1.79,0.6,0.07,189.0,81.1,2474.0,139.0,58.0,9.0,-0.4,3.0,6.0,7.0,0.0,17.0,1.13,0.0,0.0,11.0,7.0,9.0,5.0,1.0,4.0,2.0,13.0,360.0,16.0,59.0,161.0,143.0,49.0,359.0,14.0,16.0,51.6,207.0,1067.0,499.0,19.0,9.0,14.0,33.0,24.0,16.0,12.0,7.0,3.0,0.0,34.0,8.0,27.0
Cameron Burgess,AUS,Ipswich Town,DF,N/a,16.0,14.0,1361.0,15.1,0.0,1.0,1.0,0.7,0.5,2.0,40.0,4.0,0.0,0.07,0.05,0.03,N/a,N/a,N/a,N/a,11.1,0.6,0.07,0.0,542.0,80.8,9841.0,250.0,288.0,114.0,0.5,6.0,42.0,4.0,0.0,12.0,0.79,0.13,2.0,14.0,9.0,9.0,18.0,13.0,5.0,13.0,27.0,849.0,204.0,510.0,296.0,44.0,21.0,849.0,0.0,0.0,N/a,391.0,1804.0,935.0,2.0,4.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,37.0,38.0,19.0
Caoimhín Kelleher,IRL,Liverpool,GK,N/a,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,67.6,2.0,1.0,N/a,0.0,0.0,N/a,289.0,75.7,6252.0,99.0,147.0,135.0,0.0,0.0,6.0,0.0,0.0,3.0,0.3,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,286.0,396.0,2.0,0.0,0.0,398.0,1.0,0.0,0.0,290.0,1131.0,616.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,1.0,0.0
Carlos Alcaraz,ARG,Everton,"FW,MF",N/a,11.0,4.0,491.0,5.5,1.0,1.0,2.0,1.3,1.3,14.0,27.0,10.0,0.18,0.18,0.24,0.23,N/a,N/a,N/a,N/a,31.6,3.48,1.1,0.05,147.0,76.6,2608.0,74.0,74.0,26.0,-0.3,10.0,12.0,15.0,2.0,23.0,4.22,0.37,2.0,11.0,5.0,9.0,5.0,1.0,4.0,3.0,14.0,264.0,10.0,47.0,111.0,112.0,14.0,264.0,9.0,4.0,28.6,145.0,915.0,502.0,14.0,15.0,2.0,11.0,10.0,9.0,6.0,1.0,9.0,0.0,24.0,10.0,6.0
Carlos Baleba,CMR,Brighton,MF,N/a,30.0,27.0,2313.0,25.7,3.0,1.0,4.0,3.0,1.3,40.0,111.0,26.0,0.12,0.04,0.12,0.05,N/a,N/a,N/a,N/a,27.5,1.56,0.43,0.08,1018.0,87.7,17164.0,520.0,471.0,129.0,-0.3,20.0,103.0,22.0,2.0,60.0,2.34,0.16,2.0,71.0,41.0,72.0,43.0,10.0,33.0,40.0,111.0,1506.0,84.0,361.0,891.0,293.0,11.0,1506.0,30.0,18.0,35.3,857.0,5000.0,2564.0,40.0,40.0,3.0,36.0,35.0,38.0,43.0,0.0,8.0,0.0,172.0,38.0,23.0
Carlos Forbs,POR,Wolves,"MF,FW",N/a,10.0,1.0,239.0,2.7,0.0,0.0,0.0,0.1,0.0,10.0,8.0,28.0,0.0,0.0,0.05,0.01,N/a,N/a,N/a,N/a,0.0,0.75,0.0,0.0,60.0,65.9,788.0,51.0,26.0,5.0,0.0,1.0,2.0,3.0,1.0,5.0,1.89,0.38,1.0,8.0,5.0,6.0,3.0,0.0,3.0,1.0,9.0,121.0,3.0,23.0,39.0,60.0,13.0,121.0,7.0,5.0,41.7,75.0,468.0,321.0,10.0,3.0,8.0,7.0,4.0,2.0,1.0,0.0,9.0,0.0,11.0,1.0,3.0
Carlos Soler,ESP,West Ham,"MF,FW",N/a,28.0,14.0,1347.0,15.0,1.0,1.0,2.0,1.7,1.2,16.0,52.0,33.0,0.07,0.07,0.11,0.08,N/a,N/a,N/a,N/a,29.2,1.6,0.47,0.04,530.0,85.1,8264.0,303.0,231.0,54.0,-0.2,14.0,41.0,11.0,0.0,46.0,3.08,0.13,2.0,13.0,10.0,22.0,19.0,6.0,13.0,8.0,21.0,738.0,26.0,172.0,384.0,187.0,22.0,738.0,8.0,9.0,50.0,338.0,1678.0,714.0,16.0,16.0,4.0,11.0,14.0,24.0,17.0,0.0,31.0,0.0,63.0,9.0,11.0
Casemiro,BRA,Manchester Utd,MF,N/a,22.0,16.0,1335.0,14.8,1.0,0.0,1.0,1.7,2.3,4.0,70.0,26.0,0.07,0.0,0.11,0.15,N/a,N/a,N/a,N/a,28.6,1.89,0.54,0.04,670.0,78.5,11089.0,368.0,319.0,97.0,-2.3,20.0,68.0,20.0,6.0,49.0,3.31,0.2,3.0,77.0,46.0,66.0,33.0,10.0,23.0,12.0,89.0,1091.0,69.0,327.0,555.0,217.0,38.0,1091.0,3.0,3.0,50.0,575.0,1774.0,823.0,4.0,10.0,0.0,10.0,10.0,17.0,18.0,3.0,19.0,0.0,89.0,31.0,17.0
Charlie Taylor,ENG,Southampton,DF,N/a,7.0,2.0,266.0,3.0,0.0,0.0,0.0,0.0,0.1,3.0,8.0,6.0,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,154.0,87.0,2691.0,67.0,86.0,17.0,-0.1,1.0,8.0,2.0,1.0,2.0,0.68,0.34,1.0,7.0,5.0,6.0,5.0,3.0,2.0,3.0,10.0,219.0,21.0,93.0,91.0,36.0,1.0,219.0,2.0,0.0,0.0,91.0,386.0,155.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,9.0,0.0,7.0,4.0,2.0
Cheick Doucouré,MLI,Crystal Palace,MF,N/a,13.0,4.0,452.0,5.0,0.0,0.0,0.0,0.4,0.0,2.0,19.0,7.0,0.0,0.0,0.08,0.0,N/a,N/a,N/a,N/a,0.0,1.39,0.0,0.0,174.0,85.3,2909.0,94.0,78.0,20.0,0.0,1.0,17.0,3.0,0.0,9.0,1.79,0.6,1.0,16.0,8.0,11.0,4.0,0.0,4.0,11.0,27.0,263.0,11.0,56.0,165.0,45.0,4.0,263.0,2.0,2.0,40.0,133.0,581.0,280.0,2.0,7.0,1.0,4.0,7.0,7.0,7.0,0.0,1.0,0.0,31.0,5.0,5.0
Chiedozie Ogbene,IRL,Ipswich Town,FW,N/a,5.0,3.0,238.0,2.6,0.0,0.0,0.0,0.0,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,32.0,74.4,415.0,24.0,10.0,1.0,-0.1,2.0,0.0,0.0,0.0,3.0,1.13,0.0,0.0,7.0,3.0,4.0,1.0,0.0,1.0,1.0,8.0,70.0,3.0,11.0,19.0,40.0,6.0,70.0,1.0,3.0,42.9,41.0,330.0,139.0,7.0,2.0,2.0,4.0,2.0,2.0,7.0,1.0,4.0,0.0,6.0,1.0,6.0
